"idCatalogoCuenta","desCatalogoCuenta"
907298,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Neta Larga) Grupo VII"
907299,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Neta Larga) Grupo IX"
907300,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo I"
907301,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907302,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907303,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907304,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907305,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907306,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo II"
907307,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo III"
907308,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo III"
907309,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo III"
907310,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo III"
907311,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo III"
907312,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo IV"
907313,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo IV"
907314,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo V"
907315,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo V"
907316,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo V"
907317,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo V"
907318,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo VII"
907319,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo VII"
907320,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo VII"
907321,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo VII"
907322,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo VII"
907323,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Larga y Corta) Grupo IX"
907324,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo I"
907325,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907326,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907327,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907328,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907329,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907330,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo II"
907331,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo III"
907332,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo III"
907333,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo III"
907334,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo III"
907335,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo III"
907336,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo IV"
907337,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo IV"
907338,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo V"
907339,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo V"
907340,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo V"
907341,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo V"
907342,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo VII"
907343,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo VII"
907344,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo VII"
907345,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo VII"
907346,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo VII"
907347,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Corta) Grupo IX"
907348,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo I"
907349,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907350,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907351,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907352,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907353,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907354,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo II"
907355,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo III"
907356,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo III"
907357,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo III"
907358,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo III"
907359,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo III"
907360,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo IV"
907361,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo IV"
907362,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo V"
907363,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo V"
907364,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo V"
907365,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo V"
907366,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo VII"
907367,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo VII"
907368,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo VII"
907369,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo VII"
907370,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo VII"
907371,"En UDIS, o en moneda nacional con tasa real o referida al SMG (Posición Bruta Larga) Grupo IX"
907372,"En moneda nacional con tasa de nominal (Reqmto) Grupo I"
907373,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907374,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907375,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907376,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907377,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907378,"En moneda nacional con tasa de nominal (Reqmto) Grupo II"
907379,"En moneda nacional con tasa de nominal (Reqmto) Grupo III"
907380,"En moneda nacional con tasa de nominal (Reqmto) Grupo III"
907381,"En moneda nacional con tasa de nominal (Reqmto) Grupo III"
907382,"En moneda nacional con tasa de nominal (Reqmto) Grupo III"
907383,"En moneda nacional con tasa de nominal (Reqmto) Grupo III"
907384,"En moneda nacional con tasa de nominal (Reqmto) Grupo IV"
907385,"En moneda nacional con tasa de nominal (Reqmto) Grupo IV"
907386,"En moneda nacional con tasa de nominal (Reqmto) Grupo V"
907387,"En moneda nacional con tasa de nominal (Reqmto) Grupo V"
907388,"En moneda nacional con tasa de nominal (Reqmto) Grupo V"
907389,"En moneda nacional con tasa de nominal (Reqmto) Grupo V"
907390,"En moneda nacional con tasa de nominal (Reqmto) Grupo VII"
907391,"En moneda nacional con tasa de nominal (Reqmto) Grupo VII"
907392,"En moneda nacional con tasa de nominal (Reqmto) Grupo VII"
907393,"En moneda nacional con tasa de nominal (Reqmto) Grupo VII"
907394,"En moneda nacional con tasa de nominal (Reqmto) Grupo VII"
907395,"En moneda nacional con tasa de nominal (Reqmto) Grupo IX"
907396,"Suma de Reqmto en moneda nacional con tasa de nominal"
907397,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo I"
907398,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907399,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907400,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907401,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907402,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907403,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo II"
907404,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo III"
907405,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo III"
907406,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo III"
907407,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo III"
907408,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo III"
907409,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo IV"
907410,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo IV"
907411,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo V"
907412,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo V"
907413,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo V"
907414,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo V"
907415,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo VII"
907416,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo VII"
907417,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo VII"
907418,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo VII"
907419,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo VII"
907420,"En moneda nacional con tasa de nominal (Posición Neta Larga) Grupo IX"
907421,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo I"
907422,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907423,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907424,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907425,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907426,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907427,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo II"
907428,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo III"
907429,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo III"
907430,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo III"
907431,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo III"
907432,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo III"
907433,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo IV"
907434,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo IV"
907435,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo V"
907436,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo V"
907437,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo V"
907438,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo V"
907439,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo VII"
907440,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo VII"
907441,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo VII"
907442,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo VII"
907443,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo VII"
907444,"En moneda nacional con tasa de nominal (Posición Larga y Corta) Grupo IX"
907445,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo I"
907446,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907447,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907448,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907449,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907450,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907451,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo II"
907452,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo III"
907453,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo III"
907454,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo III"
907455,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo III"
907456,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo III"
907457,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo IV"
907458,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo IV"
907459,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo V"
907460,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo V"
907461,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo V"
907462,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo V"
907463,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo VII"
907464,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo VII"
907465,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo VII"
907466,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo VII"
907467,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo VII"
907468,"En moneda nacional con tasa de nominal (Posición Bruta Corta) Grupo IX"
907469,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo I"
907470,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907471,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907472,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907473,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907474,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907475,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo II"
907476,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo III"
907477,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo III"
907478,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo III"
907479,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo III"
907480,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo III"
907481,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo IV"
907482,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo IV"
907483,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo V"
907484,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo V"
907485,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo V"
907486,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo V"
907487,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo VII"
907488,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo VII"
907489,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo VII"
907490,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo VII"
907491,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo VII"
907492,"En moneda nacional con tasa de nominal (Posición Bruta Larga) Grupo IX"
907493,"Factor Final Grupo I"
907494,"Factor Final Grupo II"
907495,"Factor Final Grupo II"
907496,"Factor Final Grupo II"
907497,"Factor Final Grupo II"
907498,"Factor Final Grupo II"
907499,"Factor Final Grupo II"
907500,"Factor Final Grupo III"
907501,"Factor Final Grupo III"
907502,"Factor Final Grupo III"
907503,"Factor Final Grupo III"
907504,"Factor Final Grupo III"
907505,"Factor Final Grupo IV"
907506,"Factor Final Grupo IV"
907507,"Factor Final Grupo V"
907508,"Factor Final Grupo V"
907509,"Factor Final Grupo V"
907510,"Factor Final Grupo V"
907511,"Factor Final Grupo VII"
907512,"Factor Final Grupo VII"
907513,"Factor Final Grupo VII"
907514,"Factor Final Grupo VII"
907515,"Factor Final Grupo VII"
907516,"Factor Final Grupo IX"
907517,"Factor de Ponderación Grupo I"
907518,"Factor de Ponderación Grupo II"
907519,"Factor de Ponderación Grupo II"
907520,"Factor de Ponderación Grupo II"
907521,"Factor de Ponderación Grupo II"
907522,"Factor de Ponderación Grupo II"
907523,"Factor de Ponderación Grupo II"
907524,"Factor de Ponderación Grupo III"
907525,"Factor de Ponderación Grupo III"
907526,"Factor de Ponderación Grupo III"
907527,"Factor de Ponderación Grupo III"
907528,"Factor de Ponderación Grupo III"
907529,"Factor de Ponderación Grupo IV"
907530,"Factor de Ponderación Grupo IV"
907531,"Factor de Ponderación Grupo V"
907532,"Factor de Ponderación Grupo V"
907533,"Factor de Ponderación Grupo V"
907534,"Factor de Ponderación Grupo V"
907535,"Factor de Ponderación Grupo VII"
907536,"Factor de Ponderación Grupo VII"
907537,"Factor de Ponderación Grupo VII"
907538,"Factor de Ponderación Grupo VII"
907539,"Factor de Ponderación Grupo VII"
907540,"Factor de Ponderación Grupo IX"
907541,"Factor de Conversión Grupo I"
907542,"Factor de Conversión Grupo II"
907543,"Factor de Conversión Grupo II"
907544,"Factor de Conversión Grupo II"
907545,"Factor de Conversión Grupo II"
907546,"Factor de Conversión Grupo II"
907547,"Factor de Conversión Grupo II"
907548,"Factor de Conversión Grupo III"
907549,"Factor de Conversión Grupo III"
907550,"Factor de Conversión Grupo III"
907551,"Factor de Conversión Grupo III"
907552,"Factor de Conversión Grupo III"
907553,"Factor de Conversión Grupo IV"
907554,"Factor de Conversión Grupo IV"
907555,"Factor de Conversión Grupo V"
907556,"Factor de Conversión Grupo V"
907557,"Factor de Conversión Grupo V"
907558,"Factor de Conversión Grupo V"
907559,"Factor de Conversión Grupo VII"
907560,"Factor de Conversión Grupo VII"
907561,"Factor de Conversión Grupo VII"
907562,"Factor de Conversión Grupo VII"
907563,"Factor de Conversión Grupo VII"
907564,"Factor de Conversión Grupo IX"
907565,"Requerimiento de capital por riesgo de crédito del emisor de títulos en posición"
908001,"Operaciones con tasa referida al Salario Mínimo"
908002,"Operaciones con acciones y sobre acciones"
908003,"De los acreditados en operaciones de crédito"
908004,"Compensación entre bandas de la misma zona (Requerimiento de capital)"
908005,"Compensación entre bandas de distintas zonas contiguas (Requerimiento de capital)"
908006,"Compensación entre bandas de distintas zonas alejadas (Requerimiento de capital)"
908007,"Compensaciones al interior de las bandas (Requerimiento capital) de 1 a 7 días"
908008,"Compensaciones al interior de las bandas (Requerimiento capital) de 8 a 31 días"
908009,"Compensaciones al interior de las bandas (Requerimiento capital) de 32 a 92 días"
908010,"Compensaciones al interior de las bandas (Requerimiento capital) de 93 a 184 días"
908011,"Compensaciones al interior de las bandas (Requerimiento capital) de 185 a 366 días"
908012,"Compensaciones al interior de las bandas (Requerimiento capital) de 367 a 731 días"
908013,"Compensaciones al interior de las bandas (Requerimiento capital) de 732 a 1,096 días"
908014,"Compensaciones al interior de las bandas (Requerimiento capital) de 1.097 a 1,461 días"
908015,"Compensaciones al interior de las bandas (Requerimiento capital) de 1,462 a 1,827 días"
908016,"Compensaciones al interior de las bandas (Requerimiento capital) de 1,828 a 2,557 días"
908017,"Compensaciones al interior de las bandas (Requerimiento capital) de 2,558 a 3,653 días"
908018,"Compensaciones al interior de las bandas (Requerimiento capital) de 3,654 a 5,479 días"
908019,"Compensaciones al interior de las bandas (Requerimiento capital) de 5,480 a 7,305 días"
908020,"Compensaciones al interior de las bandas (Requerimiento capital) más de 7,306 días"
908021,"Compensaciones al interior de las bandas (Monto compensado) de 1 a 7 días"
908022,"Compensaciones al interior de las bandas (Monto compensado) de 8 a 31 días"
908023,"Compensaciones al interior de las bandas (Monto compensado) de 32 a 92 días"
908024,"Compensaciones al interior de las bandas (Monto compensado) de 93 a 184 días"
908025,"Compensaciones al interior de las bandas (Monto compensado) de 185 a 366 días"
908026,"Compensaciones al interior de las bandas (Monto compensado) de 367 a 731 días"
908027,"Compensaciones al interior de las bandas (Monto compensado) de 732 a 1,096 días"
908028,"Compensaciones al interior de las bandas (Monto compensado) de 1,097 a 1,461 días"
908029,"Compensaciones al interior de las bandas (Monto compensado) de 1,462 a 1,827 días"
908030,"Compensaciones al interior de las bandas (Monto compensado) de 1,828 a 2,557 días"
908031,"Compensaciones al interior de las bandas (Monto compensado) de 2,558 a 3,653 días"
908032,"Compensaciones al interior de las bandas (Monto compensado) de 3,654 a 5,479 días"
908033,"Compensaciones al interior de las bandas (Monto compensado) de 5,480 a 7,305 días"
908034,"Compensaciones al interior de las bandas (Monto compensado) más de 7,306 días"
908035,"Ponderación de compensaciones de las Bandas"
908036,"Compensaciones al interior de las bandas (Monto compensado)"
908037,"Gap estático de 1 a 7 días"
908038,"Gap estático de 8 a 31 días"
908039,"Gap estático de 32 a 92 días"
908040,"Gap estático de 93 a 184 días"
908041,"Gap estático de 185 a 366 días"
908042,"Gap estático de 367 a 731 días"
908043,"Gap estático de 732 a 1,096 días"
908044,"Gap estático de 1,097 a 1,461 días"
908045,"Gap estático de 1,462 a 1,827 días"
908046,"Gap estático de 1,828 a 2,557 días"
908047,"Gap estático de 2,558 a 3,653 días"
908048,"Gap estático de 3,654 a 5,479 días"
908049,"Gap estático de 5,480 a 7,305 días"
908050,"Gap estático más de 7,306 días"
908051,"Gap estático (+)"
908052,"Gap estático (-)"
908053,"Posición neta por banda de 1 a 7 días"
908054,"Posición neta por banda de 8 a 31 días"
908055,"Posición neta por banda de 32 a 92 días"
908056,"Posición neta por banda de 93 a 184 días"
908057,"Posición neta por banda de 185 a 366 días"
908058,"Posición neta por banda de 367 a 731 días"
908059,"Posición neta por banda de 732 a 1,096 días"
908060,"Posición neta por banda de 1,097 a 1,461 días"
908061,"Posición neta por banda de 1,462 a 1,827 días"
908062,"Posición neta por banda de 1,828 a 2,557 días"
908063,"Posición neta por banda de 2,558 a 3,653 días"
908064,"Posición neta por banda de 3,654 a 5,479 días"
908065,"Posición neta por banda de 5,480 a 7,305 días"
908066,"Posición neta por banda más de 7,306 días"
908067,"(Pasivos) Netos ponderados por R.M. "
908068,"(Pasivos) Netos ponderados por R.M. de 1 a 7 días"
908069,"(Pasivos) Netos ponderados por R.M. de 8 a 31 días"
908070,"(Pasivos) Netos ponderados por R.M. de 32 a 92 días"
908071,"(Pasivos) Netos ponderados por R.M. de 93 a 184 días"
908072,"(Pasivos) Netos ponderados por R.M. de 185 a 366 días"
908073,"(Pasivos) Netos ponderados por R.M. de 367 a 731 días"
908074,"(Pasivos) Netos ponderados por R.M. de 732 a 1,096 días"
908075,"(Pasivos) Netos ponderados por R.M. de 1,097 a 1,461 días"
908076,"(Pasivos) Netos ponderados por R.M. de 1,462 a 1,827 días"
908077,"(Pasivos) Netos ponderados por R.M. de 1,828 a 2,557 días"
908078,"(Pasivos) Netos ponderados por R.M. de 2,558 a 3,653 días"
908079,"(Pasivos) Netos ponderados por R.M. de 3,654 a 5,479 días"
908080,"(Pasivos) Netos ponderados por R.M. de 5,480 a 7,305 días"
908081,"(Pasivos) Netos ponderados por R.M. más de 7,306 días"
908082,"(Pasivos) Netos"
908083,"(Pasivos) Netos de 1 a 7 días"
908084,"(Pasivos) Netos de 8 a 31 días"
908085,"(Pasivos) Netos de 32 a 92 días"
908086,"(Pasivos) Netos de 93 a 184 días"
908087,"(Pasivos) Netos de 185 a 366 días"
908088,"(Pasivos) Netos de 367 a 731 días"
908089,"(Pasivos) Netos de 732 a 1,096 días"
908090,"(Pasivos) Netos de 1,097 a 1,461 días"
908091,"(Pasivos) Netos de 1.462 a 1,827 días"
908092,"(Pasivos) Netos de 1,828 a 2,557 días"
908093,"(Pasivos) Netos de 2,558 a 3,653 días"
908094,"(Pasivos) Netos de 3,654 a 5,479 días"
908095,"(Pasivos) Netos de 5,480 a 7,305 días"
908096,"(Pasivos) Netos más de 7,306 días"
908097,"(Pasivos) Sujetos a compensación total"
908098,"(Pasivos) Sujetos a compensación total de 1 a 7 días"
908099,"(Pasivos) Sujetos a compensación total de 8 a 31 días"
908100,"(Pasivos) Sujetos a compensación total de 32 a 92 días"
908101,"(Pasivos) Sujetos a compensación total de 93 a 184 días"
908102,"(Pasivos) Sujetos a compensación total de 185 a 366 días"
908103,"(Pasivos) Sujetos a compensación total de 367 a 731 días"
908104,"(Pasivos) Sujetos a compensación total de 732 a 1,096 días"
908105,"(Pasivos) Sujetos a compensación total de 1,097 a 1,461 días"
908106,"(Pasivos) Sujetos a compensación total de 1,462 a 1,827 días"
908107,"(Pasivos) Sujetos a compensación total de 1,828 a 2,557 días"
908108,"(Pasivos) Sujetos a compensación total de 2,558 a 3,653 días"
908109,"(Pasivos) Sujetos a compensación total de 3,654 a 5,479 días"
908110,"(Pasivos) Sujetos a compensación total de 5,480 a 7,305 días"
908111,"(Pasivos) Sujetos a compensación total más de 7,306 días"
908112,"(Pasivos) Brutos"
908113,"(Pasivos) Brutos de 1 a 7 días"
908114,"(Pasivos) Brutos de 8 a 31 días"
908115,"(Pasivos) Brutos de 32 a 92 días"
908116,"(Pasivos) Brutos de 93 a 184 días"
908117,"(Pasivos) Brutos de 185 a 366 días"
908118,"(Pasivos) Brutos de 367 a 731 días"
908119,"(Pasivos) Brutos de 732 a 1,096 días"
908120,"(Pasivos) Brutos de 1,097 a 1,461 días"
908121,"(Pasivos) Brutos de 1,462 a 1,827 días"
908122,"(Pasivos) Brutos de 1,828 a 2,557 días"
908123,"(Pasivos) Brutos de 2,558 a 3,653 días"
908124,"(Pasivos) Brutos de 3,654 a 5,479 días"
908125,"(Pasivos) Brutos de 5,480 a 7,305 días"
908126,"(Pasivos) Brutos más de 7,306 días"
908127,"(Activos) Netos ponderados por R.M. "
908128,"(Activos) Netos ponderados por R.M. de 1 a 7 días"
908129,"(Activos) Netos ponderados por R.M. de 8 a 31 días"
908130,"(Activos) Netos ponderados por R.M. de 32 a 92 días"
908131,"(Activos) Netos ponderados por R.M. de 93 a 184 días"
908132,"(Activos) Netos ponderados por R.M. de 185 a 366 días"
908133,"(Activos) Netos ponderados por R.M. de 367 a 731 días"
908134,"(Activos) Netos ponderados por R.M. de 732 a 1,096 días"
908135,"(Activos) Netos ponderados por R.M. de 1,097 a 1,461 días"
908136,"(Activos) Netos ponderados por R.M. de 1,462 a 1,827 días"
908137,"(Activos) Netos ponderados por R.M. de 1,828 a 2,557 días"
908138,"(Activos) Netos ponderados por R.M. de 2,558 a 3,653 días"
908139,"(Activos) Netos ponderados por R.M. de 3,654 a 5,479 días"
908140,"(Activos) Netos ponderados por R.M. de 5,480 a 7,305 días"
908141,"(Activos) Netos ponderados por R.M. más de 7,306 días"
908142,"(Activos) Netos"
908143,"(Activos) Netos de 1 a 7 días"
908144,"(Activos) Netos de 8 a 31 días"
908145,"(Activos) Netos de 32 a 92 días"
908146,"(Activos) Netos de 93 a 184 días"
